Type,Token,Log(Probability)
Negative,comfort,-16.5398676227
Negative,patton,-16.8617957176
Negative,amistad,-17.2768332168
Negative,sayles,-16.5398676227
Negative,seagals,-16.5398676227
Negative,sacred,-17.2768332168
Negative,stir,-16.8617957176
Negative,ensemble,-14.7743328763
Negative,charms,-16.2768332168
Negative,lowbudget,-15.5398676227
Negative,suppose,-13.1893703756
Negative,advice,-14.2768332168
Negative,different,-11.9429324803
Negative,sophistication,-16.2768332168
Negative,spectacularly,-16.8617957176
Negative,bloodsoaked,-16.5398676227
Negative,faculty,-15.6918707161
Negative,response,-14.5398676227
Negative,bleak,-14.954905122
Negative,brady,-16.2768332168
Negative,crowded,-17.8617957176
Negative,coat,-15.5398676227
Negative,bid,-16.8617957176
Negative,spiteful,-17.2768332168
Negative,eats,-15.0544407955
Negative,dragon,-15.0544407955
Negative,deserted,-15.5398676227
Negative,coal,-17.2768332168
Negative,wishes,-15.0544407955
Negative,responsibility,-16.5398676227
Negative,panama,-16.5398676227
Negative,pleasure,-14.2768332168
Negative,playing,-11.7743328763
Negative,rifles,-16.2768332168
Negative,heartfelt,-16.2768332168
Negative,surrealism,-16.8617957176
Negative,industrial,-16.0544407955
Negative,dough,-15.6918707161
Negative,same,-10.5856713123
Negative,existence,-14.4694782948
Negative,clumsily,-16.2768332168
Negative,suffer,-14.6918707161
Negative,spoof,-14.6918707161
Negative,arrogant,-15.4023640989
Negative,messed,-17.2768332168
Negative,comedic,-13.6138682041
Negative,thrilling,-15.5398676227
Negative,karl,-16.8617957176
Negative,handheld,-16.5398676227
Negative,late,-12.2324390975
Negative,dolly,-17.2768332168
Negative,cowrote,-16.2768332168
Negative,penn,-15.0544407955
Negative,bereft,-16.5398676227
Negative,landlord,-17.8617957176
Negative,crawls,-16.8617957176
Negative,dolls,-15.2768332168
Negative,someone,-11.4694782948
Negative,running,-11.6233909782
Negative,seeking,-16.0544407955
Negative,males,-15.8617957176
Negative,socially,-17.8617957176
Negative,noticing,-16.8617957176
Negative,encouraging,-16.2768332168
Negative,walls,-15.1613559994
Negative,attending,-16.2768332168
Negative,complain,-16.0544407955
Negative,viewers,-12.6719711587
Negative,mystery,-12.6918707161
Negative,lovable,-15.6918707161
Negative,robbie,-15.8617957176
Negative,rant,-16.5398676227
Negative,pal,-15.8617957176
Negative,mccormack,-17.2768332168
Negative,malone,-16.0544407955
Negative,token,-14.6138682041
Negative,goofy,-13.7743328763
Negative,overacted,-16.5398676227
Negative,exiled,-17.2768332168
Negative,gender,-16.2768332168
Negative,exquisite,-17.2768332168
Negative,harm,-16.0544407955
Negative,everyone,-11.5856713123
Negative,hark,-16.0544407955
Negative,delicious,-16.5398676227
Negative,house,-11.7532712608
Negative,tiffany,-16.0544407955
Negative,hard,-11.2324390975
Negative,idea,-11.4524047814
Negative,engaging,-14.1069082154
Negative,oil,-14.954905122
Negative,connect,-16.5398676227
Negative,fist,-16.0544407955
Negative,hart,-15.6918707161
Negative,dunaway,-16.2768332168
Negative,insurance,-16.8617957176
Negative,stands,-13.5042437129
Negative,perry,-14.954905122
Negative,funding,-17.2768332168
Negative,childish,-16.0544407955
Negative,deft,-17.8617957176
Negative,projected,-16.0544407955
Negative,acting,-10.6523423519
Negative,tired,-13.5398676227
Negative,longtime,-16.2768332168
Negative,avenge,-16.5398676227
Negative,print,-14.954905122
Negative,tiresome,-14.6918707161
Negative,evaluation,-16.8617957176
Negative,nosferatu,-17.8617957176
Negative,bully,-14.7743328763
Negative,pathetic,-13.1069082154
Negative,carlyle,-15.6918707161
Negative,commits,-15.8617957176
Negative,pleasant,-14.954905122
Negative,extraordinary,-15.5398676227
Negative,members,-12.954905122
Negative,backed,-16.8617957176
Negative,laughable,-13.2470858734
Negative,beginning,-12.2324390975
Negative,benefits,-16.5398676227
Negative,jimmys,-16.2768332168
Negative,needing,-16.8617957176
Negative,fincher,-15.8617957176
Negative,sitcom,-13.9075994072
Negative,audacity,-17.8617957176
Negative,harris,-15.4023640989
Negative,pilots,-16.5398676227
Negative,raptors,-16.5398676227
Negative,copper,-17.8617957176
Negative,overthetop,-14.1069082154
Negative,utilizes,-16.2768332168
Negative,mistakenly,-16.8617957176
Negative,bullies,-16.8617957176
Negative,explored,-15.2768332168
Negative,valentine,-16.0544407955
Negative,instances,-15.0544407955
Negative,utilized,-16.2768332168
Negative,smaller,-16.0544407955
Negative,done,-11.5219457147
Negative,embraced,-16.8617957176
Negative,booty,-15.6918707161
Negative,fiction,-13.2179395278
Negative,bloodied,-17.2768332168
Negative,twenty,-13.6918707161
Negative,sculptress,-16.0544407955
Negative,revive,-16.0544407955
Negative,construct,-16.8617957176
Negative,se7en,-15.8617957176
Negative,obligatory,-14.1613559994
Negative,paint,-15.4023640989
Negative,injoke,-16.8617957176
Negative,assumption,-16.0544407955
Negative,pains,-15.6918707161
Negative,mama,-16.8617957176
Negative,ton,-15.4023640989
Negative,muscles,-16.5398676227
Negative,forests,-17.2768332168
Negative,needle,-17.2768332168
Negative,mentality,-16.0544407955
Negative,excels,-17.2768332168
Negative,dentist,-16.8617957176
Negative,part,-10.7376744057
Negative,doctors,-14.954905122
Negative,gruesome,-15.5398676227
Negative,believe,-11.7532712608
Negative,percentage,-17.2768332168
Negative,carnage,-15.2768332168
Negative,b,-13.0289057034
Negative,compliments,-17.8617957176
Negative,gotten,-14.2768332168
Negative,spirited,-17.2768332168
Negative,familys,-16.0544407955
Negative,supposed,-11.2618828754
Negative,treated,-14.954905122
Negative,declare,-17.8617957176
Negative,interactive,-17.8617957176
Negative,nominee,-17.8617957176
Negative,reunion,-15.5398676227
Negative,ages,-15.4023640989
Negative,roughly,-16.0544407955
Negative,uninvolving,-14.5398676227
Negative,murder,-12.2618828754
Negative,showers,-16.8617957176
Negative,aged,-16.5398676227
Negative,orders,-15.2768332168
Negative,ditched,-16.8617957176
Negative,paths,-16.2768332168
Negative,built,-14.4694782948
Negative,escapades,-17.2768332168
Negative,depending,-16.5398676227
Negative,trip,-13.080436004
Negative,couch,-15.6918707161
Negative,onset,-15.8617957176
Negative,majority,-15.4023640989
Negative,build,-14.4023640989
Negative,commentary,-14.954905122
Negative,rifkin,-17.2768332168
Negative,annihilation,-16.2768332168
Negative,godfather,-16.2768332168
Negative,dalmatians,-14.5398676227
Negative,underpinnings,-17.8617957176
Negative,eggs,-15.8617957176
Negative,chart,-16.8617957176
Negative,pondering,-17.8617957176
Negative,depths,-15.8617957176
Negative,most,-9.35598416364
Negative,charm,-12.954905122
Negative,significant,-14.6138682041
Negative,services,-16.5398676227
Negative,beckinsale,-16.5398676227
Negative,extremely,-12.7120485981
Negative,elfont,-16.2768332168
Negative,kris,-16.8617957176
Negative,drifts,-17.8617957176
Negative,mammoth,-16.0544407955
Negative,reflections,-17.8617957176
Negative,humane,-17.8617957176
Negative,weigh,-17.2768332168
Negative,jesse,-14.6918707161
Negative,rushon,-16.2768332168
Negative,joining,-16.0544407955
Negative,thomas,-13.5763934987
Negative,bluntly,-17.2768332168
Negative,particularly,-12.4694782948
Negative,rebels,-17.2768332168
Negative,witherspoon,-16.2768332168
Negative,scattered,-16.2768332168
Negative,bergman,-16.8617957176
Negative,injected,-16.8617957176
Negative,finn,-15.4023640989
Negative,carefully,-15.4023640989
Negative,jared,-16.0544407955
Negative,headlines,-16.8617957176
Negative,fine,-12.3382337615
Negative,networks,-16.5398676227
Negative,exteriors,-17.2768332168
Negative,cell,-14.2768332168
Negative,giant,-12.5042437129
Negative,townspeople,-17.8617957176
Negative,ruin,-14.954905122
Negative,ebert,-14.6918707161
Negative,unhappy,-15.4023640989
Negative,idiots,-15.0544407955
Negative,jills,-16.2768332168
Negative,convoluted,-14.954905122
Negative,dysfunctional,-16.8617957176
Negative,weve,-13.3699426212
Negative,prowess,-16.8617957176
Negative,luke,-15.2768332168
Negative,express,-15.0544407955
Negative,cheaper,-16.5398676227
Negative,courage,-16.8617957176
Negative,breast,-16.5398676227
Negative,theft,-16.8617957176
Negative,relocate,-17.2768332168
Negative,suzie,-15.2768332168
Negative,merchandise,-16.8617957176
Negative,resolve,-16.5398676227
Negative,frankly,-13.7325127006
Negative,mumbojumbo,-16.2768332168
Negative,forlani,-15.0544407955
Negative,remove,-15.8617957176
Negative,garcia,-15.8617957176
Negative,common,-13.5763934987
Negative,witches,-15.5398676227
Negative,fuel,-15.8617957176
Negative,restaurants,-17.2768332168
Negative,scruffy,-16.5398676227
Negative,cynical,-15.0544407955
Negative,devils,-14.8617957176
Negative,tended,-16.8617957176
Negative,scenes,-9.89312892437
Negative,atkinson,-16.8617957176
Negative,lion,-15.6918707161
Negative,individual,-14.2768332168
Negative,leslie,-15.1613559994
Negative,unmistakable,-16.8617957176
Negative,tender,-16.2768332168
Negative,feared,-17.2768332168
Negative,desires,-16.2768332168
Negative,expert,-14.2768332168
Negative,visiting,-16.5398676227
Negative,malkovich,-15.6918707161
Negative,please,-13.1069082154
Negative,halves,-16.5398676227
Negative,fans,-12.3226369065
Negative,smallest,-17.8617957176
Negative,myriad,-16.2768332168
Negative,distraught,-16.8617957176
Negative,cutout,-16.8617957176
Negative,rosie,-15.5398676227
Negative,iron,-16.8617957176
Negative,scientology,-15.8617957176
Negative,masterful,-15.6918707161
Negative,aircraft,-17.2768332168
Negative,premise,-12.3540010774
Negative,marilyn,-16.0544407955
Negative,pissed,-15.6918707161
Negative,floats,-15.8617957176
Negative,docudrama,-17.2768332168
Negative,restaurant,-14.5398676227
Negative,powers,-13.5763934987
Negative,annual,-17.8617957176
Negative,foreign,-14.0038147224
Negative,mcdonald,-16.5398676227
Negative,alot,-17.8617957176
Negative,mean,-12.1752951904
Negative,subpar,-15.4023640989
Negative,elliot,-17.8617957176
Negative,supply,-15.4023640989
Negative,simple,-12.5219457147
Negative,recycling,-16.2768332168
Negative,newborn,-16.5398676227
Negative,gypsy,-16.8617957176
Negative,dances,-15.6918707161
Negative,dancer,-14.7743328763
Negative,simply,-11.4188522217
Negative,alumnus,-16.8617957176
Negative,sexy,-13.5398676227
Negative,zeta,-15.8617957176
Negative,throughout,-12.6329770271
Negative,expensive,-14.3382337615
Negative,patiently,-17.2768332168
Negative,excop,-16.2768332168
Negative,weaving,-16.8617957176
Negative,perspectives,-16.5398676227
Negative,create,-12.954905122
Negative,trilogy,-15.2768332168
Negative,creativity,-15.4023640989
Negative,screened,-15.8617957176
Negative,rivals,-16.2768332168
Negative,secret,-12.8845157941
Negative,dropping,-15.1613559994
Negative,amnesia,-16.5398676227
Negative,ireland,-15.8617957176
Negative,collaborator,-17.8617957176
Negative,intrusive,-16.2768332168
Negative,meeting,-14.2768332168
Negative,chiseled,-16.8617957176
Negative,kathy,-16.0544407955
Negative,gay,-14.1613559994
Negative,assorted,-16.5398676227
Negative,ineptitude,-16.0544407955
Negative,gas,-15.8617957176
Negative,cruelty,-16.5398676227
Negative,gap,-16.5398676227
Negative,nihilistic,-17.8617957176
Negative,repertoire,-16.8617957176
Negative,gal,-14.6138682041
Negative,understand,-12.8174015982
Negative,prices,-17.8617957176
Negative,grainy,-15.4023640989
Negative,chainsmoking,-16.2768332168
Negative,unnecessarily,-16.8617957176
Negative,pierce,-16.2768332168
Negative,hitchcock,-14.954905122
Negative,politician,-16.8617957176
Negative,metro,-14.1069082154
Negative,patsy,-16.5398676227
Negative,raoul,-15.8617957176
Negative,bill,-13.2179395278
Negative,tolerate,-16.2768332168
Negative,holocaust,-16.2768332168
Negative,robicheaux,-16.2768332168
Negative,missteps,-17.8617957176
Negative,sexuality,-15.2768332168
Negative,replaced,-14.4694782948
Negative,fun,-11.1823156181
Negative,shoddy,-15.4023640989
Negative,employees,-15.6918707161
Negative,century,-13.8617957176
Negative,violently,-16.5398676227
Negative,encountered,-16.8617957176
Negative,lomax,-15.2768332168
Negative,jake,-14.7743328763
Negative,bmovie,-14.0038147224
Negative,facade,-17.2768332168
Negative,leaving,-12.8617957176
Negative,italy,-17.2768332168
Negative,headless,-15.6918707161
Negative,perpetrator,-16.0544407955
Negative,butcher,-16.0544407955
Negative,wherein,-16.5398676227
Negative,moviegoing,-16.2768332168
Negative,muscle,-15.6918707161
Negative,complaints,-17.2768332168
Negative,copying,-16.2768332168
Negative,ruth,-16.5398676227
Negative,development,-13.0544407955
Negative,strips,-17.8617957176
Negative,syd,-16.2768332168
Negative,keys,-17.8617957176
Negative,assignment,-14.954905122
Negative,ponder,-16.0544407955
Negative,husbands,-14.5398676227
Negative,moment,-11.93105838
Negative,purpose,-13.0038147224
Negative,genuine,-13.6918707161
Negative,timid,-16.8617957176
Negative,chang,-16.8617957176
Negative,predecessors,-16.2768332168
Negative,lacrosse,-15.5398676227
Negative,gestures,-17.2768332168
Negative,task,-13.6523423519
Negative,finesse,-16.8617957176
Negative,werewolf,-14.1069082154
Negative,commendable,-16.5398676227
Negative,spent,-12.9075994072
Negative,grunts,-16.5398676227
Negative,cornball,-16.8617957176
Negative,creatively,-16.2768332168
Negative,scummy,-16.2768332168
Negative,thoroughly,-13.9075994072
Negative,y,-17.2768332168
Negative,organization,-15.5398676227
Negative,chemistry,-13.7325127006
Negative,spend,-12.9791526682
Negative,singlehandedly,-16.5398676227
Negative,alluring,-16.5398676227
Negative,reds,-17.2768332168
Negative,vindictive,-16.8617957176
Negative,ludicrous,-13.8617957176
Negative,isolated,-15.1613559994
Negative,profoundly,-16.0544407955
Negative,distracting,-14.7743328763
Negative,shape,-15.0544407955
Negative,unrelentingly,-17.2768332168
Negative,mob,-14.1069082154
Negative,featherstone,-16.5398676227
Negative,alternative,-15.4023640989
Negative,predominantly,-16.5398676227
Negative,injuries,-16.5398676227
Negative,lebowski,-17.8617957176
Negative,apple,-15.8617957176
Negative,rundown,-16.2768332168
Negative,friendship,-15.1613559994
Negative,superficial,-14.4694782948
Negative,cut,-12.5580149694
Negative,terrorizing,-16.5398676227
Negative,cup,-15.2768332168
Negative,hated,-14.6918707161
Negative,alternate,-15.2768332168
Negative,calibre,-17.8617957176
Negative,source,-14.6138682041
Negative,cue,-15.5398676227
Negative,deliberately,-15.6918707161
Negative,dixon,-16.8617957176
Negative,snap,-16.5398676227
Negative,felixs,-17.2768332168
Negative,excited,-15.6918707161
Negative,hates,-14.8617957176
Negative,hansel,-17.8617957176
Negative,ridiculously,-14.2768332168
Negative,clan,-16.5398676227
Negative,confession,-16.2768332168
Negative,clashing,-17.2768332168
Negative,big,-10.1304766865
Negative,kasdan,-15.8617957176
Negative,laughed,-14.1069082154
Negative,judgement,-16.2768332168
Negative,matters,-13.6138682041
Negative,redeem,-17.2768332168
Negative,hallucinations,-16.5398676227
Negative,bit,-11.3072068659
Negative,pixars,-17.8617957176
Negative,coverup,-15.4023640989
Negative,adams,-13.5398676227
Negative,knock,-13.7743328763
Negative,hardy,-16.8617957176
Negative,follows,-13.2470858734
Negative,whos,-11.8845157941
Negative,indication,-16.5398676227
Negative,borrows,-15.8617957176
Negative,mediocrity,-15.8617957176
Negative,foolish,-15.6918707161
Negative,often,-12.1475501999
Negative,absolutely,-12.6719711587
Negative,threads,-16.0544407955
Negative,inkpots,-17.2768332168
Negative,magnificent,-16.8617957176
Negative,back,-10.2360868745
Negative,underdeveloped,-14.8617957176
Negative,martial,-14.5398676227
Negative,strongest,-17.2768332168
Negative,martian,-14.2768332168
Negative,examples,-14.8617957176
Negative,mirror,-15.6918707161
Negative,ourselves,-16.8617957176
Negative,brent,-16.8617957176
Negative,pronounced,-16.2768332168
Negative,scale,-13.8174015982
Negative,culprit,-16.5398676227
Negative,pet,-14.3382337615
Negative,affects,-16.8617957176
Negative,decision,-14.0038147224
Negative,proficient,-16.8617957176
Negative,pep,-17.8617957176
Negative,per,-15.8617957176
Negative,pen,-15.6918707161
Negative,connecting,-16.8617957176
Negative,bogus,-17.2768332168
Negative,pee,-16.2768332168
Negative,epic,-14.5398676227
Negative,invade,-17.8617957176
Negative,resolutely,-17.2768332168
Negative,either,-11.3860622866
Negative,cameraman,-16.5398676227
Negative,patient,-14.6138682041
Negative,keiko,-16.2768332168
Negative,remembered,-15.2768332168
Negative,benicio,-16.2768332168
Negative,virtues,-16.5398676227
Negative,mcbeal,-16.5398676227
Negative,blockbusters,-16.5398676227
Negative,subconscious,-17.8617957176
Negative,shocker,-17.2768332168
Negative,slowmotion,-15.8617957176
Negative,lottery,-16.8617957176
